>VFG037176(gb|YP_001844723) (plc) phospholipase C [Phospholipase C (VF0470)] [Acinetobacter baumannii ACICU]
>VFG000512(gb|NP_460377) (ssaL) type III secretion system gatekeeper SsaL [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
>VFG000513(gb|NP_460378) (ssaM) type III secretion system protein SsaM [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
>VFG000514(gb|NP_460379) (ssaV) type III secretion system major export apparatus protein ssaV [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
>VFG000515(gb|NP_460380) (ssaN) type III secretion system ATPase SsaN [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
>VFG000516(gb|NP_460381) (ssaO) type III secretion system stalk protein SsaO [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
>VFG000517(gb|NP_460382) (ssaP) type III secretion system needle length regulator SsaP [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
>VFG000518(gb|NP_460383) (ssaQ) type III secretion system C ring protein SsaQ [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
>VFG000519(gb|NP_460384) (ssaR) type III secretion system minor export apparatus protein SsaR [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
>VFG000520(gb|NP_460385) (ssaS) type III secretion system minor export apparatus protein SsaS [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
>VFG000521(gb|NP_460386) (ssaT) type III secretion system minor export apparatus protein SsaT [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
>VFG000522(gb|NP_460387) (ssaU) type III secretion system export apparatus switch protein SsaU [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
>VFG000529(gb|NP_461786) (avrA) type III secretion system effector AvrA, acetyltransferease [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
>VFG000532(gb|NP_461790) (orgB/SctL) type III secretion system stator OrgB [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
>VFG000533(gb|NP_461792) (prgK) type III secretion system inner MS ring protein PrgK [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
>VFG000534(gb|NP_461793) (prgJ) type III secretion system inner rod protein PrgJ [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
>VFG000535(gb|NP_461794) (prgI) type III secretion system needle filament protein PrgI [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
>VFG000536(gb|NP_461795) (prgH) type III secretion system outer MS ring protein PrgH [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
>VFG000540(gb|NP_461799) (sptP) type III secretion system effector SptP, tyrosine phosphatase and GTPase-activating protein [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
>VFG000541(gb|NP_461800) (sicP) chaparone for SptP [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
>VFG000543(gb|NP_461803) (sipA/sspA) type III secretion system effector SipA, actin polymerizing activity [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
>VFG000544(gb|NP_461804) (sipD) type III secretion system hydrophilic translocator, needle tip protein SipD [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
>VFG000545(gb|NP_461805) (sipC/sspC) type III secretion system hydrophilic translocator, pore protein SipC [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
>VFG000546(gb|NP_461806) (sipB/sspB) type III secretion system hydrophilic translocator, pore protein SipB [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
>VFG000547(gb|NP_461807) (sicA) chaparone for SipC and SipB [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
>VFG000548(gb|NP_461808) (spaS) type III secretion system export apparatus switch protein SpaS [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
>VFG000549(gb|NP_461809) (spaR) type III secretion system minor export apparatus protein SpaR [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
>VFG000550(gb|NP_461810) (spaQ) type III secretion system minor export apparatus protein SpaQ [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
>VFG000551(gb|NP_461811) (spaP) type III secretion system minor export apparatus protein SpaP [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
>VFG000552(gb|NP_461812) (spaO/sctQ) type III secretion system C ring protein SpaO [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
>VFG000553(gb|NP_461813) (invJ) type III secretion system needle length regulator InvJ [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
>VFG000554(gb|NP_461814) (invI) type III secretion system stalk protein InvI [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
>VFG000555(gb|NP_461815) (invC/sctN) type III secretion system ATPase InvC [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
>VFG000556(gb|NP_461816) (invB) type III secretion system protein InvB [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
>VFG000557(gb|NP_461817) (invA) type III secretion system major export apparatus protein InvA [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
>VFG000558(gb|NP_461818) (invE) type III secretion system gatekeeper invE [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
>VFG000559(gb|NP_461819) (invG) type III secretion system secretin invG [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
>VFG000560(gb|NP_461820) (invF) type III secretion system regulatory protein InvF [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
>VFG000561(gb|NP_461821) (invH) type III secretion system pilotin invG [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
>VFG000574(gb|NP_462662) (mgtB) Mg2+ transport protein [MgtBC (VF0106)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
>VFG000575(gb|NP_462663) (mgtC) Mg2+ transport protein [MgtBC (VF0106)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
>VFG000589(gb|NP_460061) (pipB) type III secretion system effector PipB [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
>VFG002302(gb|NP_461708) (mig-14) antimicrobial peptide resistance protein Mig-14 [Mig-14 (VF0395)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
>VFG002304(gb|NP_462656) (misL) putative autotransporter [MisL (VF0397)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
>VFG002305(gb|NP_461448) (shdA) AIDA autotransporter-like protein [ShdA (VF0398)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
>VFG002306(gb|NP_461449) (ratB) putative outer membrane protein [RatB (VF0399)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
>VFG002307(gb|NP_461452) (sinH) intimin-like protein [SinH (VF0400)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
>VFG003635(gb|NP_461789) (orgC) type III secretion system effector OrgC [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
>VFG003645(gb|NP_461791) (orgA/sctK) type III secretion system accessory cytosolic protein OrgA [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
>VFG003971(gb|NP_460026) (sseI/srfH) type III secretion system effector SseI/SrfH, cysteine protease [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
>VFG003977(gb|NP_461229) (sseL) type III secretion system effector SseL, deubiquitinase [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
>VFG003982(gb|NP_461081) (sseK2) type III secretion system effector SseK2 [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
>VFG003988(gb|NP_460561) (sifB) type III secretion system effector SifB [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
>VFG003997(gb|NP_461706) (pipB2) type III secretion system effector PipB3 [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
>VFG004006(gb|NP_461519) (gogB) type III secretion system effector GogB, anti-inflammatory effector [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
>VFG004016(gb|NP_463026) (sseK1) type III secretion system effector SseK1 [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
>VFG004125(gb|NP_460113) (csgD) DNA-binding transcriptional regulator CsgD [curli fibers/thin aggregative fimbriae (AGF) (AI094)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
>VFG004145(gb|NP_459026) (bcfA) fimbrial subunit [bovine colonization factor (Bcf) (AI058)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
>VFG004150(gb|NP_459027) (bcfB) fimbrial chaparone [bovine colonization factor (Bcf) (AI058)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
>VFG004155(gb|NP_459028) (bcfC) fimbrial usher [bovine colonization factor (Bcf) (AI058)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
>VFG004160(gb|NP_459029) (bcfD) fimbrial adhesin protein [bovine colonization factor (Bcf) (AI058)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
>VFG004165(gb|NP_459030) (bcfE) fimbrial subunit [bovine colonization factor (Bcf) (AI058)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
>VFG004170(gb|NP_459031) (bcfF) fimbrial subunit [bovine colonization factor (Bcf) (AI058)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
>VFG004175(gb|NP_459032) (bcfG) fimbrial chaparone [bovine colonization factor (Bcf) (AI058)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
>VFG020318(gb|NP_456275) (cdtB) cytolethal distending toxin B  [Typhoid toxin (VF0407)] [Salmonella enterica subsp. enterica serovar Typhi str. CT18]
>VFG042066(gb|NP_460656) (steC) type III secretion system effector SteC [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
>VFG042067(gb|NP_460542) (steA) type III secretion system effector SteA [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
>VFG042068(gb|NP_459947) (sopD2) type III secretion system effector SopD2 [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
>VFG042214(gb|AAL20547) (steB) type III secretion system effector SteB [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
>VFG042216(gb|AAD40326) (sspH1) type III secretion system effector SspH1, E3 ubiquitin ligase [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. 14028s]
>VFG000615(gb|NP_709454) (iucA) aerobactin synthesis protein IucA [Aerobactin (VF0123)] [Shigella flexneri 2a str. 301]
>VFG000616(gb|NP_709455) (iucB) aerobactin synthesis protein IucB [Aerobactin (VF0123)] [Shigella flexneri 2a str. 301]
>VFG000617(gb|NP_709456) (iucC) aerobactin synthesis protein IucC [Aerobactin (VF0123)] [Shigella flexneri 2a str. 301]
>VFG000618(gb|NP_709457) (iucD) aerobactin synthesis protein IucC, lysine 6-monooxygenase [Aerobactin (VF0123)] [Shigella flexneri 2a str. 301]
>VFG000619(gb|NP_709458) (iutA) aerobactin receptor IutA [Aerobactin (VF0123)] [Shigella flexneri 2a str. 301]
>VFG000630(gb|NP_708742) (sigA) serine protease, autotransporter SigA [SigA (VF0119)] [Shigella flexneri 2a str. 301]
>VFG000635(gb|NP_708747) (pic) serine protease, autotransporter Pic [Pic (VF0120)] [Shigella flexneri 2a str. 301]
>VFG000636(gb|YP_177613) (set1B) ShET1B [ShET1 (VF0125)] [Shigella flexneri 2a str. 301]
>VFG000637(gb|YP_177614) (set1A) ShET1A [ShET1 (VF0125)] [Shigella flexneri 2a str. 301]
>VFG000667(gb|NP_858315) (icsA/virG) autotransporter, actin tail assembly protein IcsA/VirG [IcsA (VirG) (VF0121)] [Shigella flexneri 2a str. 301]
>VFG000669(gb|NP_706257) (gtrA) bactoprenol-linked glucose translocase/flippase [LPS (VF0124)] [Shigella flexneri 2a str. 301]
>VFG000670(gb|NP_706258) (gtrB) bactoprenol glucosyl transferase [LPS (VF0124)] [Shigella flexneri 2a str. 301]
>VFG000671(gb|NP_706259) (gtrII) glucosyl tranferase II [LPS (VF0124)] [Shigella flexneri 2a str. 301]
>VFG000984(gb|NP_858258) (ipaA) type III secretion system effector IpaA, vinculin binding protein [TTSS (VF0118)] [Shigella flexneri 2a str. 301]
>VFG000985(gb|NP_858259) (ipaD) type III secretion system hydrophilic translocator, needle tip protein IpaD [TTSS (VF0118)] [Shigella flexneri 2a str. 301]
>VFG000986(gb|NP_858260) (ipaC) type III secretion system hydrophilic translocator, pore protein IpaC [TTSS (VF0118)] [Shigella flexneri 2a str. 301]
>VFG000987(gb|NP_858261) (ipaB) type III secretion system hydrophilic translocator, pore protein IpaB [TTSS (VF0118)] [Shigella flexneri 2a str. 301]
>VFG000988(gb|NP_858262) (ipgC) type III secretion system chaperone for IpaB and IpaC [TTSS (VF0118)] [Shigella flexneri 2a str. 301]
>VFG000989(gb|NP_858263) (ipgB1) type III secretion system effector IpgB1, guanine nucleotide exchange factor (GEF) [TTSS (VF0118)] [Shigella flexneri 2a str. 301]
>VFG000990(gb|NP_858264) (ipgA) type III secretion system chaperone for IcsB [TTSS (VF0118)] [Shigella flexneri 2a str. 301]
>VFG000991(gb|NP_858265) (icsB) type III secretion system effector IcsB [TTSS (VF0118)] [Shigella flexneri 2a str. 301]
>VFG000992(gb|NP_858266) (ipgD) type III secretion system effector IpgD, phosphoinositide 4-phosphatase [TTSS (VF0118)] [Shigella flexneri 2a str. 301]
>VFG000993(gb|NP_858267) (ipgE) type III secretion system chaperone for IpgD [TTSS (VF0118)] [Shigella flexneri 2a str. 301]
>VFG000994(gb|NP_858268) (ipgF) type III secretion system protein IpgF [TTSS (VF0118)] [Shigella flexneri 2a str. 301]
>VFG000995(gb|NP_858269) (mxiG) type III secretion system outer MS ring protein MixG [TTSS (VF0118)] [Shigella flexneri 2a str. 301]
>VFG000996(gb|NP_858270) (mxiH) type III secretion system needle filament protein MxiH [TTSS (VF0118)] [Shigella flexneri 2a str. 301]
>VFG000997(gb|NP_858271) (mxiI) type III secretion system inner rod protein MxiI [TTSS (VF0118)] [Shigella flexneri 2a str. 301]
>VFG000998(gb|NP_858272) (mxiJ) type III secretion system inner MS ring protein MxiJ [TTSS (VF0118)] [Shigella flexneri 2a str. 301]
>VFG000999(gb|NP_858273) (mxiK) type III secretion system accessory cytosolic protein MxiK [TTSS (VF0118)] [Shigella flexneri 2a str. 301]
>VFG001000(gb|NP_858274) (mxiN) type III secretion system stator MxiN [TTSS (VF0118)] [Shigella flexneri 2a str. 301]
>VFG001001(gb|NP_858275) (mxiL) type III secretion system protein MxiL [TTSS (VF0118)] [Shigella flexneri 2a str. 301]
>VFG001002(gb|NP_858276) (mxiM) type III secretion system pilotin MxiM [TTSS (VF0118)] [Shigella flexneri 2a str. 301]
>VFG001003(gb|NP_858277) (mxiE) type III secretion system regulatory protein MxiE [TTSS (VF0118)] [Shigella flexneri 2a str. 301]
>VFG001004(gb|NP_858278) (mxiD) type III secretion system secretin MxiD [TTSS (VF0118)] [Shigella flexneri 2a str. 301]
>VFG001005(gb|NP_858279) (mxiC) type III secretion system gatekeeper MxiD [TTSS (VF0118)] [Shigella flexneri 2a str. 301]
>VFG001006(gb|NP_858280) (mxiA) type III secretion system major export apparatus protein MxiA [TTSS (VF0118)] [Shigella flexneri 2a str. 301]
>VFG001007(gb|NP_858281) (spa15) type III secretion system chaparone [TTSS (VF0118)] [Shigella flexneri 2a str. 301]
>VFG001008(gb|NP_858282) (spa47) type III secretion system ATPase spa47 [TTSS (VF0118)] [Shigella flexneri 2a str. 301]
>VFG001009(gb|NP_858283) (spa13) type III secretion system stalk protein Spa13 [TTSS (VF0118)] [Shigella flexneri 2a str. 301]
>VFG001010(gb|NP_858284) (spa32) type III secretion system needle length regulator Spa32 [TTSS (VF0118)] [Shigella flexneri 2a str. 301]
>VFG001011(gb|NP_858285) (spa33) type III secretion system C ring protein Spa33 [TTSS (VF0118)] [Shigella flexneri 2a str. 301]
>VFG001012(gb|NP_858286) (spa24) type III secretion system minor export apparatus protein Spa24 [TTSS (VF0118)] [Shigella flexneri 2a str. 301]
>VFG001013(gb|NP_858287) (spa9) type III secretion system minor export apparatus protein Spa9 [TTSS (VF0118)] [Shigella flexneri 2a str. 301]
>VFG001014(gb|NP_858288) (spa29) type III secretion system minor export apparatus protein Spa29 [TTSS (VF0118)] [Shigella flexneri 2a str. 301]
>VFG001015(gb|NP_858289) (spa40) type III secretion system export apparatus switch protein Spa40 [TTSS (VF0118)] [Shigella flexneri 2a str. 301]
>VFG001016(gb|NP_858314) (virA) type III secretion system effector VirA, GTPase-activating protein (GAP) [TTSS (VF0118)] [Shigella flexneri 2a str. 301]
>VFG001017(gb|NP_858404) (icsP/sopA) outer membrane protease of the OmpP family, involved in cleavage of surface exposed IcsA [IcsP (SopA) (VF0122)] [Shigella flexneri 2a str. 301]
>VFG001827(gb|YP_406304) (senB) enterotoxin [ShET2 (VF0258)] [Shigella flexneri 2a str. 301]
>VFG001828(gb|YP_403025) (stxA) Shiga toxin subunit A; RNA-N-glycosidase; catalytic subunit [Shiga toxin (VF0117)] [Shigella dysenteriae Sd197]
>VFG001829(gb|YP_403026) (stxB) Shiga toxin subunit B precursor [Shiga toxin (VF0117)] [Shigella dysenteriae Sd197]
>VFG002041(gb|NP_858211) (ipaH7.8) type III secretion system effector ipaH7.8, E3 ubiquitin ligase [TTSS (VF0118)] [Shigella flexneri 2a str. 301]
>VFG002042(gb|NP_858359) (ipaH9.8) type III secretion system effector ipaH9.8, E3 ubiquitin ligase [TTSS (VF0118)] [Shigella flexneri 2a str. 301]
>VFG002043(gb|NP_858360) (ospG) type III secretion system effector kinase OspG [TTSS (VF0118)] [Shigella flexneri 2a str. 301]
>VFG002046(gb|YP_404599) (gspC) general secretion pathway protein C [T2SS (VF0333)] [Shigella dysenteriae Sd197]
>VFG002047(gb|YP_404600) (gspD) general secretion pathway protein D [T2SS (VF0333)] [Shigella dysenteriae Sd197]
>VFG002048(gb|YP_404601) (gspE) general secretion pathway protein E [T2SS (VF0333)] [Shigella dysenteriae Sd197]
>VFG002049(gb|YP_404602) (gspF) general secretion pathway protein F [T2SS (VF0333)] [Shigella dysenteriae Sd197]
>VFG002050(gb|YP_404603) (gspG) general secretion pathway protein G [T2SS (VF0333)] [Shigella dysenteriae Sd197]
>VFG002051(gb|YP_404604) (gspH) general secretion pathway protein H [T2SS (VF0333)] [Shigella dysenteriae Sd197]
